conn_in	conn_out	dns_in_distinct	ssh_in
45882.0	18062.0	85.0	8943.0
45104.0	18184.0	92.0	7927.0
52034.0	21021.0	96.0	7220.0
55480.0	21549.0	97.0	6650.0
55507.0	20935.0	98.0	6915.0
55270.0	20724.0	85.0	7019.0
54873.0	21059.0	52.0	6233.0
54883.0	20966.0	55.0	5890.0
49353.0	18136.0	53.0	5738.0
46206.0	17775.0	62.0	5627.0
45100.0	17285.0	63.0	5151.0
44520.0	17412.0	62.0	4667.0
43481.0	17138.0	57.0	4313.0
42912.0	16844.0	46.0	4263.0
39379.0	17014.0	47.0	4298.0
37484.0	16999.0	40.0	3640.0
38203.0	16817.0	44.0	4279.0
39726.0	17354.0	49.0	5409.0
41271.0	17469.0	57.0	7018.0
41867.0	16953.0	66.0	7950.0
42841.0	17434.0	66.0	8389.0
42802.0	17001.0	74.0	9020.0
42121.0	16968.0	69.0	8750.0
42324.0	17217.0	67.0	7909.0
41164.0	16790.0	62.0	6662.0
40286.0	17110.0	53.0	5808.0
41384.0	17164.0	50.0	5039.0
41075.0	17114.0	47.0	4373.0
40883.0	17504.0	41.0	3606.0
38924.0	17238.0	37.0	2966.0
38559.0	16937.0	39.0	2464.0
39204.0	17207.0	39.0	2044.0
39233.0	17137.0	40.0	1735.0
39941.0	16819.0	30.0	1664.0
40472.0	17562.0	28.0	1664.0
40860.0	17357.0	26.0	1661.0
41461.0	17457.0	27.0	1727.0
41119.0	17707.0	29.0	1708.0
46859.0	20156.0	26.0	1777.0
49541.0	20813.0	29.0	1699.0
48669.0	20243.0	32.0	1682.0
50713.0	19920.0	31.0	1700.0
54504.0	20635.0	28.0	2383.0
58840.0	21182.0	27.0	3386.0
55664.0	19066.0	33.0	4228.0
53992.0	19296.0	33.0	5153.0
54779.0	19576.0	33.0	5231.0
52593.0	19553.0	36.0	5242.0
48650.0	19403.0	39.0	4547.0
44419.0	18879.0	40.0	3518.0
38468.0	17570.0	38.0	2569.0
37130.0	17459.0	37.0	1668.0
37983.0	17496.0	36.0	1623.0
38103.0	17395.0	36.0	1626.0
38553.0	17648.0	35.0	1703.0
39702.0	17592.0	34.0	2505.0
41239.0	17908.0	33.0	2838.0
41671.0	18017.0	31.0	3017.0
40503.0	17418.0	33.0	3162.0
41040.0	17867.0	31.0	3455.0
40654.0	17809.0	32.0	3428.0
39131.0	17442.0	36.0	2716.0
39518.0	17653.0	37.0	2500.0
39640.0	17769.0	37.0	2295.0
39712.0	17741.0	34.0	2219.0
39244.0	17695.0	39.0	1943.0
40058.0	17533.0	37.0	2070.0
40751.0	17588.0	33.0	2154.0
41314.0	18020.0	32.0	2259.0
41646.0	17919.0	32.0	2526.0
41911.0	18036.0	36.0	2592.0
43347.0	18362.0	32.0	2903.0
43906.0	18147.0	31.0	2881.0
44624.0	17975.0	29.0	2872.0
53442.0	20446.0	31.0	2861.0
58573.0	20693.0	28.0	3083.0
60208.0	21122.0	23.0	3875.0
59236.0	21281.0	27.0	4015.0
57859.0	21000.0	28.0	4484.0
57046.0	21380.0	33.0	4446.0
50844.0	18866.0	33.0	4400.0
46582.0	17987.0	39.0	4383.0
45089.0	17892.0	41.0	3755.0
45727.0	17805.0	35.0	4130.0
45168.0	17660.0	32.0	3584.0
44975.0	17833.0	26.0	3577.0
41148.0	17648.0	22.0	3573.0
39229.0	17552.0	22.0	3630.0
39484.0	17515.0	21.0	3802.0
38863.0	17191.0	22.0	3146.0
42076.0	18168.0	24.0	3085.0
42181.0	18185.0	26.0	3046.0
44052.0	18415.0	26.0	3407.0
44909.0	18959.0	24.0	3143.0
45430.0	19077.0	27.0	2737.0
45224.0	18542.0	27.0	2678.0
42982.0	18206.0	29.0	2674.0
42483.0	18078.0	29.0	2724.0
41370.0	17259.0	31.0	2343.0
40905.0	17287.0	30.0	2318.0
39314.0	16870.0	28.0	2306.0
38914.0	17128.0	27.0	2408.0
38565.0	17036.0	25.0	2960.0
38465.0	16579.0	27.0	3342.0
38892.0	16839.0	24.0	3854.0
38642.0	16858.0	26.0	3767.0
39055.0	17013.0	24.0	3919.0
39286.0	17440.0	24.0	3987.0
39503.0	17628.0	27.0	3925.0
39276.0	17341.0	28.0	3480.0
46470.0	20661.0	29.0	2935.0
51742.0	20223.0	22.0	5705.0
51813.0	19980.0	25.0	5417.0
50423.0	19301.0	26.0	4788.0
50638.0	19852.0	30.0	4652.0
50910.0	19791.0	28.0	4725.0
46269.0	17417.0	27.0	4514.0
44201.0	17155.0	28.0	4369.0
44729.0	16653.0	27.0	4715.0
46056.0	17289.0	28.0	4865.0
46650.0	17331.0	26.0	5045.0
45723.0	16867.0	28.0	4802.0
41951.0	17105.0	32.0	4860.0
40988.0	17170.0	32.0	4924.0
40111.0	16857.0	30.0	4574.0
39524.0	17251.0	29.0	4393.0
38418.0	16866.0	29.0	4206.0
39405.0	17056.0	27.0	4176.0
40672.0	17572.0	26.0	4354.0
40089.0	17031.0	25.0	4511.0
40016.0	17292.0	26.0	4795.0
39768.0	17152.0	26.0	4795.0
39240.0	16451.0	28.0	5060.0
39339.0	16855.0	31.0	5347.0
39730.0	16658.0	29.0	5211.0
40179.0	16486.0	32.0	4952.0
39908.0	16724.0	32.0	4622.0
41154.0	16663.0	35.0	4897.0
41605.0	17029.0	31.0	4772.0
41339.0	16926.0	26.0	4432.0
42227.0	16653.0	27.0	4692.0
42387.0	16858.0	30.0	4958.0
43197.0	17431.0	31.0	5145.0
42148.0	17180.0	27.0	4927.0
42089.0	17383.0	29.0	4636.0
41898.0	17425.0	30.0	4710.0
47822.0	19436.0	30.0	4440.0
51532.0	20437.0	26.0	4336.0
51312.0	19447.0	26.0	4511.0
51582.0	19170.0	27.0	4604.0
51483.0	19323.0	25.0	5032.0
50908.0	18748.0	25.0	4923.0
47193.0	16855.0	23.0	5406.0
46279.0	16546.0	27.0	7079.0
47869.0	16545.0	27.0	9064.0
48522.0	17544.0	28.0	9695.0
49303.0	17794.0	28.0	10138.0
49743.0	17954.0	28.0	10943.0
44926.0	18046.0	27.0	10077.0
40931.0	17134.0	27.0	7841.0
38248.0	17405.0	27.0	5316.0
37612.0	17249.0	27.0	4167.0
38231.0	16831.0	34.0	4722.0
37359.0	17121.0	33.0	4006.0
41325.0	17060.0	34.0	4868.0
44152.0	17376.0	33.0	5483.0
46890.0	17779.0	45.0	5840.0
48641.0	17011.0	44.0	6753.0
49571.0	17142.0	38.0	5733.0
52133.0	17330.0	40.0	6166.0
49486.0	16809.0	38.0	5737.0
48106.0	17307.0	38.0	5717.0
46065.0	16947.0	28.0	5659.0
44138.0	17102.0	30.0	5441.0
42342.0	17344.0	30.0	5683.0
40498.0	17055.0	31.0	5236.0
40922.0	17465.0	30.0	5215.0
40843.0	17546.0	25.0	4797.0
40848.0	17764.0	24.0	4548.0
40457.0	18018.0	27.0	3872.0
40083.0	18094.0	29.0	3011.0
39928.0	17637.0	27.0	2873.0
44474.0	20983.0	29.0	3012.0
50798.0	21456.0	26.0	3117.0
51129.0	21084.0	26.0	3215.0
51182.0	21401.0	23.0	3176.0
50850.0	20858.0	22.0	3175.0
50714.0	21271.0	22.0	2980.0
47492.0	18314.0	26.0	2347.0
42592.0	17229.0	29.0	2086.0
42354.0	17541.0	29.0	1883.0
42368.0	17516.0	26.0	1891.0
41767.0	17045.0	28.0	2175.0
43319.0	17524.0	32.0	2141.0
40379.0	17077.0	30.0	2177.0
39491.0	16811.0	32.0	2166.0
41690.0	16968.0	30.0	2273.0
41706.0	16585.0	33.0	2299.0
42952.0	17286.0	31.0	2014.0
41286.0	17028.0	29.0	2002.0
41446.0	16709.0	37.0	2107.0
40307.0	17199.0	35.0	2031.0
37822.0	16897.0	33.0	1871.0
36579.0	16388.0	29.0	1792.0
36246.0	17304.0	30.0	1704.0
35159.0	16873.0	27.0	1685.0
35846.0	17158.0	20.0	1562.0
35559.0	17167.0	27.0	1587.0
35006.0	16405.0	27.0	1539.0
36334.0	17072.0	28.0	2044.0
34975.0	15724.0	28.0	1875.0
34984.0	15614.0	28.0	1719.0
34565.0	15877.0	31.0	1598.0
34458.0	15813.0	24.0	1653.0
35016.0	17158.0	23.0	1757.0
34433.0	16986.0	22.0	1289.0
34654.0	16812.0	21.0	1470.0
35334.0	17262.0	22.0	1656.0
41415.0	18857.0	19.0	1950.0
45955.0	18902.0	18.0	1914.0
45390.0	18285.0	19.0	1969.0
45183.0	17756.0	21.0	2329.0
45731.0	18222.0	21.0	2300.0
45309.0	17998.0	21.0	2267.0
40933.0	15599.0	20.0	2231.0
38208.0	15753.0	19.0	2328.0
39161.0	15588.0	17.0	2518.0
41336.0	16372.0	16.0	3044.0
42463.0	16817.0	15.0	3282.0
46054.0	16723.0	17.0	4134.0
44708.0	17755.0	19.0	4282.0
43459.0	17407.0	19.0	4645.0
44326.0	17737.0	21.0	4952.0
43011.0	17822.0	21.0	4343.0
41996.0	16971.0	22.0	4395.0
39815.0	17448.0	19.0	4024.0
39216.0	16840.0	18.0	4041.0
39579.0	17042.0	19.0	3992.0
39630.0	17065.0	17.0	3992.0
40207.0	16590.0	16.0	4494.0
41087.0	17238.0	17.0	4944.0
41258.0	16768.0	17.0	5221.0
43436.0	17012.0	20.0	5626.0
43647.0	16912.0	21.0	5845.0
43011.0	16525.0	22.0	5946.0
42964.0	16788.0	22.0	5708.0
42567.0	16587.0	26.0	5157.0
42223.0	16761.0	26.0	4855.0
41221.0	16609.0	26.0	4421.0
41215.0	16813.0	25.0	4038.0
41661.0	17636.0	28.0	4134.0
41572.0	17678.0	26.0	3859.0
42086.0	17479.0	24.0	4159.0
42630.0	17612.0	26.0	4357.0
48579.0	19867.0	27.0	4310.0
41508.0	20129.0	49.0	2318.0
42550.0	19861.0	26.0	2303.0
42550.0	19840.0	27.0	2004.0
42950.0	20240.0	24.0	2080.0
42765.0	20133.0	20.0	2126.0
38601.0	17354.0	17.0	2539.0
36097.0	17300.0	20.0	2319.0
35303.0	17855.0	18.0	2526.0
35646.0	17328.0	22.0	2400.0
34827.0	17110.0	21.0	2083.0
35169.0	17837.0	25.0	1825.0
30801.0	17507.0	25.0	1530.0
28759.0	16978.0	24.0	1328.0
28581.0	17383.0	27.0	1108.0
27536.0	17830.0	26.0	1089.0
27845.0	17579.0	29.0	1133.0
27559.0	17863.0	29.0	1460.0
27647.0	18713.0	29.0	1358.0
28011.0	18066.0	29.0	1548.0
28048.0	17702.0	25.0	1868.0
28292.0	17948.0	25.0	1974.0
28057.0	17339.0	25.0	2038.0
28498.0	17054.0	22.0	2008.0
29457.0	16815.0	19.0	1984.0
29210.0	17160.0	21.0	1925.0
29025.0	16627.0	26.0	1878.0
29212.0	16502.0	25.0	1990.0
29412.0	17170.0	23.0	2252.0
28324.0	16235.0	24.0	2087.0
27940.0	16170.0	26.0	2026.0
27840.0	16742.0	26.0	1797.0
28120.0	17352.0	26.0	1626.0
28017.0	17134.0	39.0	1311.0
27816.0	17389.0	52.0	1040.0
28159.0	18201.0	56.0	1019.0
35491.0	20070.0	58.0	1095.0
40199.0	20557.0	57.0	1934.0
40368.0	20604.0	59.0	1989.0
40267.0	20759.0	48.0	2208.0
40585.0	19839.0	36.0	2241.0
40867.0	19872.0	41.0	2326.0
36910.0	18107.0	46.0	2706.0
33682.0	17225.0	57.0	2172.0
33294.0	16634.0	55.0	2229.0
33360.0	16601.0	55.0	2486.0
33796.0	17823.0	54.0	2547.0
34070.0	17468.0	44.0	2680.0
30124.0	17056.0	38.0	2408.0
28383.0	17259.0	30.0	2359.0
28275.0	17585.0	30.0	2208.0
28142.0	17195.0	37.0	1874.0
27320.0	16334.0	42.0	1761.0
28010.0	17060.0	44.0	1980.0
28595.0	17302.0	52.0	2501.0
28635.0	16445.0	56.0	2294.0
28891.0	16576.0	54.0	2352.0
28858.0	17086.0	47.0	2469.0
28656.0	17468.0	40.0	2396.0
27966.0	16352.0	39.0	2247.0
28361.0	16281.0	28.0	1536.0
28558.0	17116.0	20.0	1516.0
28907.0	17135.0	20.0	1799.0
28782.0	16143.0	21.0	1613.0
29727.0	16352.0	22.0	1903.0
29191.0	17166.0	23.0	1462.0
29292.0	17239.0	22.0	1540.0
29864.0	16577.0	22.0	1802.0
29569.0	17099.0	22.0	1466.0
29902.0	18139.0	21.0	1568.0
29460.0	17537.0	20.0	1498.0
29650.0	17039.0	19.0	1767.0
37236.0	20146.0	21.0	1861.0
40280.0	21510.0	25.0	1650.0
39940.0	20522.0	29.0	1533.0
39454.0	19917.0	32.0	1430.0
39347.0	20482.0	35.0	1223.0
39715.0	20922.0	38.0	967.0
34844.0	17220.0	37.0	826.0
33043.0	16825.0	35.0	1014.0
33852.0	17483.0	30.0	1348.0
34534.0	17276.0	32.0	1604.0
34254.0	16997.0	32.0	1568.0
34328.0	17121.0	33.0	1762.0
30149.0	17711.0	34.0	1815.0
28308.0	16534.0	28.0	1948.0
28149.0	16349.0	27.0	1927.0
27908.0	17087.0	25.0	1945.0
27954.0	16449.0	26.0	2106.0
27462.0	16094.0	24.0	2135.0
27425.0	16021.0	25.0	2339.0
27692.0	16958.0	26.0	2207.0
27554.0	15956.0	29.0	2187.0
27459.0	15825.0	31.0	2121.0
27836.0	16683.0	30.0	2249.0
27705.0	16415.0	30.0	2072.0
29613.0	16094.0	29.0	2084.0
29729.0	16128.0	26.0	1989.0
29143.0	16929.0	24.0	1914.0
29334.0	16237.0	23.0	1765.0
29354.0	16223.0	21.0	1560.0
29797.0	16705.0	17.0	1560.0
30364.0	16722.0	22.0	1343.0
30479.0	16322.0	23.0	1309.0
30833.0	17017.0	24.0	1153.0
31361.0	17666.0	29.0	1145.0
31383.0	16972.0	31.0	1136.0
30622.0	16819.0	30.0	1159.0
36674.0	20049.0	27.0	1147.0
39976.0	20536.0	28.0	1145.0
40550.0	19583.0	26.0	1164.0
40987.0	19857.0	25.0	1174.0
41981.0	20738.0	25.0	1148.0
43759.0	20213.0	25.0	1165.0
40114.0	17608.0	24.0	1200.0
38611.0	17811.0	22.0	1195.0
38299.0	17761.0	25.0	1167.0
38093.0	17262.0	26.0	1168.0
38671.0	17344.0	24.0	2028.0
39448.0	18558.0	26.0	2801.0
36195.0	17849.0	28.0	3541.0
35028.0	17465.0	29.0	3489.0
35338.0	18108.0	28.0	3513.0
35434.0	18904.0	29.0	3567.0
34760.0	17896.0	33.0	2992.0
33233.0	17449.0	34.0	2267.0
32900.0	18738.0	33.0	1537.0
33150.0	18606.0	29.0	1631.0
33115.0	18107.0	27.0	1652.0
32623.0	17998.0	23.0	1628.0
32617.0	18993.0	22.0	1431.0
32633.0	18200.0	24.0	1438.0
33505.0	17679.0	25.0	1457.0
33979.0	18173.0	25.0	1936.0
34248.0	18055.0	25.0	2306.0
35174.0	17559.0	23.0	2531.0
35643.0	17435.0	23.0	2694.0
37532.0	18226.0	21.0	2892.0
40078.0	17267.0	20.0	3063.0
42921.0	17499.0	21.0	2860.0
45174.0	18585.0	20.0	2754.0
47007.0	18703.0	20.0	2641.0
48618.0	18190.0	20.0	2563.0
49660.0	18371.0	19.0	2374.0
56336.0	22318.0	19.0	2438.0
57859.0	23622.0	43.0	4114.0
57752.0	23714.0	47.0	4104.0
56407.0	22728.0	47.0	3969.0
57268.0	23640.0	40.0	4272.0
56732.0	23262.0	39.0	4103.0
52279.0	18460.0	41.0	4198.0
49491.0	18508.0	41.0	3806.0
48947.0	17847.0	43.0	3562.0
49939.0	18580.0	43.0	3494.0
49565.0	18368.0	46.0	3201.0
50117.0	18126.0	44.0	3732.0
46509.0	18693.0	41.0	3593.0
44339.0	17712.0	40.0	3320.0
44591.0	18337.0	33.0	3346.0
43890.0	18012.0	31.0	3347.0
43838.0	17936.0	30.0	3265.0
43464.0	18589.0	27.0	2651.0
43785.0	17976.0	25.0	3075.0
45578.0	19075.0	25.0	3177.0
45837.0	19016.0	25.0	3459.0
44838.0	18569.0	24.0	3344.0
44844.0	18722.0	21.0	3408.0
45343.0	18495.0	21.0	3523.0
46493.0	18616.0	22.0	3136.0
45997.0	18603.0	22.0	3011.0
45379.0	17778.0	22.0	2999.0
46991.0	18522.0	20.0	3872.0
47550.0	18305.0	24.0	4277.0
47002.0	17972.0	24.0	4415.0
46842.0	18484.0	23.0	4348.0
45993.0	17625.0	22.0	4229.0
46059.0	18643.0	23.0	3776.0
45091.0	18255.0	28.0	2979.0
45003.0	18102.0	26.0	2537.0
45688.0	18655.0	29.0	2642.0
52508.0	22314.0	32.0	2903.0
56548.0	23189.0	32.0	3758.0
57051.0	22961.0	29.0	4039.0
62552.0	29562.0	26.0	9320.0
68427.0	37546.0	27.0	15149.0
73379.0	44290.0	25.0	20573.0
73764.0	47306.0	25.0	25805.0
77066.0	54511.0	25.0	30674.0
82012.0	61086.0	25.0	36034.0
82662.0	62106.0	26.0	36210.0
81721.0	61667.0	24.0	35838.0
81122.0	61358.0	26.0	35595.0
77935.0	61825.0	28.0	35582.0
76174.0	61114.0	31.0	35100.0
76967.0	61157.0	31.0	34856.0
77126.0	60887.0	35.0	34865.0
76500.0	59541.0	34.0	34107.0
76242.0	59266.0	41.0	33442.0
76050.0	58750.0	37.0	32595.0
75024.0	58014.0	36.0	31822.0
72900.0	57009.0	35.0	30756.0
70836.0	54527.0	33.0	28963.0
69612.0	53144.0	31.0	27612.0
68227.0	51578.0	23.0	26189.0
67461.0	48585.0	25.0	24950.0
66721.0	46912.0	24.0	24202.0
66642.0	45304.0	27.0	23004.0
65209.0	43789.0	27.0	22352.0
65303.0	43581.0	27.0	22528.0
64844.0	42558.0	27.0	22663.0
64714.0	43222.0	24.0	22661.0
65469.0	43354.0	23.0	22181.0
64292.0	42866.0	27.0	22188.0
65292.0	44079.0	38.0	22538.0
65359.0	43584.0	47.0	22242.0
65658.0	43990.0	51.0	22053.0
73001.0	48110.0	61.0	22205.0
74710.0	47214.0	69.0	22151.0
74604.0	47348.0	77.0	21822.0
73903.0	46239.0	81.0	21132.0
72749.0	46121.0	85.0	20650.0
72287.0	45395.0	87.0	19984.0
67302.0	39656.0	96.0	18970.0
65474.0	39287.0	98.0	18475.0
66288.0	38530.0	102.0	18587.0
66810.0	38421.0	99.0	18143.0
67708.0	38285.0	101.0	17942.0
67589.0	37264.0	108.0	17743.0
62913.0	37519.0	101.0	17463.0
63115.0	39209.0	104.0	18527.0
65883.0	43910.0	100.0	21702.0
68817.0	49182.0	96.0	25179.0
70135.0	53525.0	90.0	26967.0
71383.0	57212.0	92.0	28266.0
70820.0	54210.0	104.0	26478.0
67695.0	49019.0	108.0	23479.0
64014.0	41621.0	107.0	18365.0
59797.0	33055.0	113.0	13473.0
57040.0	24841.0	118.0	9712.0
54088.0	18546.0	121.0	6550.0
55596.0	17768.0	116.0	7021.0
56461.0	18446.0	109.0	7009.0
55909.0	18169.0	104.0	6637.0
55529.0	17999.0	97.0	6314.0
55500.0	18642.0	106.0	6751.0
55744.0	18573.0	102.0	6719.0
54686.0	19032.0	104.0	6312.0
54480.0	18941.0	103.0	6121.0
53470.0	18562.0	100.0	6416.0
53876.0	19189.0	92.0	6526.0
52944.0	18709.0	71.0	6009.0
52438.0	18354.0	57.0	6307.0
60843.0	23031.0	39.0	7246.0
64019.0	23139.0	30.0	8499.0
65068.0	23928.0	21.0	9365.0
65786.0	24058.0	22.0	10110.0
66985.0	23948.0	21.0	10818.0
69086.0	24722.0	20.0	10677.0
64199.0	19795.0	19.0	9799.0
61574.0	19186.0	19.0	8896.0
60944.0	18748.0	20.0	7805.0
59495.0	17872.0	21.0	7079.0
58915.0	18554.0	22.0	6451.0
56236.0	17785.0	19.0	6103.0
51497.0	17984.0	19.0	6134.0
49530.0	18087.0	19.0	5900.0
48667.0	17564.0	20.0	5735.0
47771.0	18276.0	20.0	5524.0
46066.0	17291.0	23.0	5289.0
46075.0	17672.0	23.0	5231.0
46380.0	17818.0	24.0	4931.0
46613.0	17366.0	24.0	4620.0
48350.0	17972.0	22.0	4413.0
49277.0	17260.0	21.0	4771.0
50164.0	17836.0	19.0	4757.0
50763.0	18062.0	20.0	4902.0
53723.0	17874.0	19.0	6728.0
59221.0	19352.0	22.0	11921.0
59061.0	18871.0	23.0	13983.0
59777.0	19102.0	23.0	14871.0
59979.0	19408.0	25.0	14946.0
60093.0	18644.0	24.0	15284.0
57480.0	18917.0	24.0	13679.0
51742.0	17613.0	24.0	8719.0
50572.0	18002.0	23.0	7079.0
48817.0	18327.0	24.0	5664.0
47577.0	17345.0	25.0	5363.0
46625.0	18082.0	24.0	4507.0
53250.0	22147.0	23.0	4225.0
48170.0	21826.0	20.0	3086.0
45553.0	21522.0	21.0	2913.0
44964.0	21199.0	21.0	2963.0
44102.0	21418.0	22.0	2911.0
44298.0	22049.0	22.0	2313.0
40037.0	17846.0	24.0	2391.0
37168.0	17133.0	24.0	2697.0
37658.0	17703.0	24.0	2930.0
38179.0	18205.0	22.0	2990.0
38837.0	18029.0	20.0	2969.0
37645.0	17464.0	19.0	2563.0
32764.0	17828.0	17.0	2524.0
31130.0	18298.0	17.0	2206.0
30299.0	17543.0	18.0	1922.0
30209.0	17506.0	20.0	2086.0
30188.0	18028.0	20.0	2126.0
30132.0	18693.0	22.0	1945.0
30774.0	18175.0	23.0	1936.0
30668.0	17927.0	23.0	1911.0
31050.0	18710.0	20.0	1914.0
30412.0	18659.0	21.0	1670.0
29960.0	17836.0	22.0	1606.0
29723.0	17471.0	19.0	1551.0
30564.0	17955.0	21.0	1542.0
31037.0	18211.0	22.0	1526.0
30856.0	17283.0	23.0	1463.0
30908.0	17105.0	21.0	1455.0
30978.0	17676.0	20.0	1470.0
31721.0	17950.0	21.0	1543.0
31918.0	17155.0	19.0	1611.0
32074.0	17157.0	19.0	1686.0
32197.0	18273.0	24.0	1792.0
32461.0	18010.0	41.0	1849.0
32785.0	17712.0	52.0	1851.0
32989.0	17788.0	55.0	1912.0
40320.0	22629.0	61.0	1881.0
45333.0	22387.0	62.0	1931.0
45097.0	21597.0	62.0	1832.0
44865.0	22035.0	51.0	1778.0
44604.0	22320.0	44.0	1794.0
44208.0	21613.0	49.0	1727.0
38961.0	17143.0	50.0	1712.0
34538.0	17267.0	57.0	1636.0
34993.0	17863.0	58.0	1661.0
36876.0	17229.0	55.0	1653.0
39952.0	17087.0	50.0	1780.0
43364.0	17746.0	39.0	1736.0
40697.0	18235.0	37.0	1684.0
40975.0	17475.0	34.0	1761.0
40977.0	17549.0	30.0	1872.0
40832.0	18464.0	35.0	3005.0
38563.0	18371.0	44.0	3601.0
36028.0	17788.0	48.0	4268.0
37108.0	18023.0	52.0	4753.0
36365.0	18726.0	50.0	5149.0
36604.0	18095.0	54.0	5326.0
35450.0	17336.0	48.0	4730.0
35056.0	17705.0	40.0	4187.0
34788.0	18231.0	36.0	3954.0
34736.0	17241.0	27.0	3809.0
34942.0	17300.0	24.0	3304.0
35067.0	17827.0	20.0	3443.0
35620.0	18478.0	20.0	3362.0
36222.0	17605.0	20.0	3428.0
35588.0	17541.0	20.0	3237.0
35121.0	18377.0	23.0	2889.0
34719.0	18170.0	26.0	2983.0
34378.0	17757.0	26.0	2766.0
34057.0	17777.0	27.0	2624.0
33980.0	18732.0	28.0	2946.0
34251.0	18209.0	27.0	2891.0
43010.0	22743.0	22.0	3931.0
49197.0	24250.0	21.0	5056.0
50318.0	25748.0	21.0	6030.0
49650.0	24662.0	21.0	5759.0
49049.0	24615.0	20.0	5305.0
48318.0	25095.0	21.0	5156.0
41807.0	20277.0	21.0	4178.0
37013.0	18881.0	26.0	3452.0
35967.0	17891.0	26.0	2485.0
36881.0	18994.0	26.0	2734.0
37449.0	18063.0	26.0	2587.0
37512.0	18056.0	26.0	2537.0
34145.0	18141.0	26.0	2809.0
32782.0	17947.0	23.0	2442.0
32867.0	17403.0	22.0	2524.0
32526.0	17227.0	23.0	2413.0
32151.0	18338.0	23.0	2386.0
32974.0	17499.0	28.0	2684.0
33043.0	17588.0	32.0	2305.0
32678.0	17944.0	32.0	2412.0
32662.0	17827.0	36.0	2541.0
32454.0	17370.0	34.0	2356.0
31981.0	17171.0	34.0	2537.0
31352.0	18042.0	32.0	2437.0
33579.0	17245.0	27.0	2709.0
34521.0	17285.0	26.0	3001.0
34666.0	17947.0	23.0	2925.0
34608.0	17697.0	24.0	3181.0
35296.0	17579.0	27.0	3254.0
35437.0	17688.0	27.0	3195.0
34155.0	17932.0	26.0	3223.0
34371.0	17415.0	23.0	2947.0
34298.0	17713.0	21.0	2925.0
34306.0	18173.0	19.0	3005.0
34363.0	17726.0	17.0	3201.0
34988.0	17727.0	22.0	3672.0
42885.0	22831.0	25.0	3842.0
45862.0	22731.0	27.0	3853.0
46023.0	22120.0	27.0	3868.0
46538.0	22568.0	29.0	3857.0
46389.0	22888.0	33.0	3889.0
46210.0	22263.0	30.0	3410.0
41684.0	17860.0	32.0	3531.0
39418.0	18658.0	33.0	3818.0
38829.0	18254.0	37.0	3661.0
38571.0	17806.0	38.0	3775.0
38372.0	18125.0	33.0	3488.0
38218.0	18780.0	32.0	3574.0
34152.0	17741.0	26.0	3637.0
32566.0	17478.0	25.0	3594.0
33102.0	18303.0	24.0	3854.0
33579.0	18289.0	22.0	4170.0
34263.0	17905.0	22.0	4511.0
35531.0	18106.0	22.0	5252.0
36075.0	19297.0	22.0	5171.0
36709.0	18537.0	26.0	4990.0
36614.0	18252.0	25.0	5259.0
36183.0	18508.0	23.0	5311.0
35942.0	18351.0	21.0	5683.0
35275.0	17760.0	24.0	5524.0
36294.0	17435.0	24.0	5974.0
36653.0	18249.0	21.0	6905.0
37610.0	17435.0	20.0	7165.0
37892.0	17526.0	21.0	7288.0
39035.0	18387.0	22.0	7432.0
39068.0	18293.0	20.0	7572.0
39056.0	18030.0	21.0	7251.0
38714.0	18035.0	19.0	6585.0
38073.0	19429.0	18.0	6093.0
37789.0	18476.0	16.0	5541.0
35983.0	18004.0	18.0	5037.0
36382.0	18547.0	16.0	5253.0
43209.0	22576.0	17.0	4993.0
47575.0	21696.0	53.0	2892.0
47828.0	21347.0	49.0	2693.0
47898.0	21588.0	51.0	2723.0
48787.0	21620.0	49.0	2794.0
48277.0	21675.0	49.0	2441.0
45690.0	17513.0	44.0	2787.0
41379.0	16931.0	44.0	2799.0
41458.0	16964.0	47.0	2713.0
42186.0	17172.0	49.0	2810.0
42141.0	17007.0	54.0	3125.0
42022.0	16930.0	57.0	3150.0
39182.0	16858.0	58.0	3455.0
37241.0	17071.0	61.0	3322.0
37489.0	17205.0	61.0	3426.0
37186.0	16787.0	59.0	3309.0
37149.0	17262.0	56.0	3271.0
37316.0	17262.0	54.0	3332.0
36359.0	16983.0	59.0	2319.0
36814.0	17103.0	56.0	2526.0
36276.0	16996.0	51.0	2484.0
36250.0	17116.0	49.0	2583.0
36543.0	16989.0	42.0	2599.0
36905.0	16958.0	42.0	2954.0
38010.0	16929.0	37.0	3161.0
38023.0	16974.0	45.0	2997.0
38137.0	16665.0	43.0	3517.0
37847.0	16679.0	42.0	3369.0
36973.0	16721.0	46.0	2959.0
37700.0	16586.0	49.0	2953.0
37793.0	16865.0	51.0	3113.0
38612.0	17113.0	51.0	3674.0
39484.0	17623.0	58.0	3262.0
40364.0	18007.0	64.0	3615.0
40909.0	18058.0	65.0	4012.0
40111.0	17894.0	60.0	3955.0
45677.0	22609.0	57.0	3624.0
52127.0	23232.0	55.0	3372.0
51894.0	22218.0	53.0	4126.0
52000.0	22664.0	53.0	4041.0
51909.0	22765.0	52.0	3919.0
51682.0	23810.0	55.0	3898.0
47940.0	19625.0	61.0	3975.0
42068.0	18780.0	58.0	3693.0
41049.0	19040.0	53.0	2786.0
40671.0	18901.0	53.0	2550.0
40155.0	18582.0	55.0	2337.0
40140.0	17445.0	51.0	2007.0
37051.0	17527.0	46.0	1959.0
