conn_in	conn_out	dns_in_distinct	ssh_in
87939.0	21627.0	25.0	5424.0
92972.0	20895.0	27.0	5348.0
90586.0	21491.0	27.0	5559.0
86701.0	21392.0	29.0	5796.0
81787.0	20499.0	28.0	6225.0
71045.0	20701.0	27.0	6322.0
61123.0	19569.0	25.0	6340.0
52090.0	19341.0	22.0	6462.0
49864.0	19432.0	26.0	6330.0
48494.0	18849.0	28.0	6270.0
48015.0	19559.0	32.0	6051.0
47809.0	19326.0	35.0	6003.0
48194.0	19046.0	34.0	5961.0
48634.0	19541.0	31.0	5775.0
49034.0	19099.0	26.0	5831.0
49060.0	18832.0	24.0	5844.0
51524.0	18968.0	22.0	5862.0
55220.0	18199.0	26.0	5965.0
54877.0	18708.0	26.0	5967.0
54669.0	18508.0	26.0	5985.0
54032.0	18374.0	28.0	5972.0
55112.0	19266.0	28.0	5972.0
52774.0	18842.0	27.0	5922.0
50266.0	19218.0	25.0	6007.0
51757.0	19229.0	26.0	6030.0
55574.0	19140.0	29.0	6241.0
58077.0	19476.0	27.0	6209.0
56685.0	18825.0	27.0	5884.0
56489.0	18803.0	28.0	5491.0
61181.0	23115.0	26.0	4718.0
64705.0	23065.0	24.0	4074.0
60925.0	23384.0	22.0	3436.0
58091.0	23003.0	23.0	3282.0
58205.0	22776.0	26.0	3125.0
58492.0	23095.0	39.0	3436.0
55284.0	18695.0	41.0	3686.0
51055.0	18177.0	43.0	3904.0
51145.0	18252.0	45.0	4065.0
51031.0	17869.0	44.0	3786.0
52715.0	18957.0	40.0	3693.0
51568.0	18410.0	30.0	3355.0
48230.0	18473.0	30.0	3361.0
47258.0	18916.0	28.0	3620.0
45826.0	17836.0	29.0	3404.0
45643.0	18580.0	31.0	3341.0
43866.0	17924.0	31.0	3312.0
44264.0	18004.0	29.0	3336.0
44807.0	18942.0	28.0	3705.0
44941.0	19172.0	27.0	4481.0
46884.0	20262.0	24.0	4571.0
47767.0	20662.0	22.0	4572.0
47153.0	20145.0	22.0	4615.0
47581.0	20855.0	25.0	4399.0
47639.0	19923.0	25.0	3959.0
47282.0	19565.0	26.0	2732.0
45823.0	19546.0	23.0	2643.0
45164.0	18537.0	22.0	2841.0
46123.0	19096.0	23.0	3293.0
45605.0	18585.0	21.0	3465.0
45539.0	18443.0	19.0	3275.0
45290.0	18693.0	18.0	3321.0
45531.0	18437.0	19.0	3610.0
44988.0	18875.0	18.0	3409.0
44618.0	18997.0	18.0	3354.0
44192.0	18428.0	21.0	3451.0
49730.0	22500.0	22.0	3771.0
66808.0	22441.0	22.0	5254.0
64021.0	21514.0	23.0	2829.0
63352.0	21414.0	26.0	2246.0
65632.0	21397.0	23.0	3509.0
67410.0	21787.0	23.0	4911.0
66087.0	17551.0	25.0	6109.0
62953.0	17099.0	25.0	6712.0
63867.0	17480.0	24.0	7231.0
63706.0	16959.0	24.0	7465.0
63307.0	17376.0	22.0	6739.0
62736.0	17410.0	22.0	6037.0
58312.0	16980.0	20.0	5547.0
57463.0	17564.0	19.0	5517.0
56576.0	17412.0	21.0	5353.0
54399.0	17431.0	24.0	5176.0
51496.0	17527.0	26.0	4968.0
49014.0	18262.0	26.0	4726.0
47642.0	18558.0	26.0	4771.0
48047.0	18606.0	28.0	4615.0
46060.0	18003.0	27.0	4426.0
47054.0	18653.0	27.0	4445.0
47152.0	18712.0	26.0	4512.0
46631.0	17090.0	28.0	4204.0
47144.0	17578.0	28.0	3650.0
44602.0	17399.0	27.0	3631.0
44659.0	17388.0	67.0	3726.0
43577.0	17170.0	65.0	3652.0
43139.0	16848.0	66.0	3550.0
42815.0	17200.0	65.0	3594.0
42500.0	16989.0	65.0	3494.0
42125.0	16712.0	65.0	3321.0
42565.0	17477.0	31.0	3291.0
43248.0	17988.0	32.0	3204.0
43305.0	17551.0	27.0	3157.0
44279.0	17985.0	27.0	3286.0
51238.0	20933.0	29.0	3232.0
54700.0	21086.0	27.0	3113.0
54684.0	21041.0	27.0	2881.0
54543.0	20292.0	29.0	2860.0
54485.0	20649.0	30.0	2671.0
53901.0	20572.0	30.0	2535.0
49532.0	17149.0	31.0	2955.0
46740.0	17400.0	36.0	2913.0
47590.0	18938.0	37.0	3325.0
47736.0	20091.0	39.0	3503.0
48089.0	22014.0	37.0	3961.0
48641.0	23515.0	39.0	4250.0
44756.0	25012.0	41.0	4115.0
44136.0	26219.0	37.0	4287.0
43053.0	26437.0	35.0	4137.0
42293.0	26485.0	35.0	4061.0
42690.0	26541.0	35.0	3811.0
41550.0	25206.0	32.0	3338.0
42419.0	23998.0	32.0	3555.0
43023.0	22860.0	34.0	4079.0
43426.0	21283.0	32.0	4175.0
44207.0	20518.0	32.0	4383.0
43669.0	19025.0	32.0	4499.0
43648.0	18822.0	32.0	4804.0
44219.0	18454.0	31.0	4589.0
43941.0	18519.0	32.0	4152.0
44724.0	19012.0	32.0	4881.0
44596.0	18563.0	30.0	5119.0
44512.0	18484.0	31.0	5047.0
45085.0	18567.0	30.0	4976.0
44525.0	18458.0	29.0	4884.0
44612.0	18437.0	27.0	4728.0
43414.0	17772.0	26.0	3855.0
44485.0	17724.0	27.0	3275.0
44459.0	17654.0	26.0	3224.0
44016.0	17171.0	27.0	3012.0
51644.0	21045.0	38.0	2695.0
54702.0	21326.0	37.0	2443.0
54021.0	20773.0	38.0	2171.0
52732.0	21132.0	38.0	2025.0
52375.0	21163.0	36.0	1805.0
52225.0	20990.0	36.0	1729.0
47795.0	18041.0	27.0	2126.0
45356.0	17999.0	33.0	2319.0
45513.0	18020.0	34.0	2396.0
45460.0	18389.0	34.0	2479.0
44297.0	18308.0	34.0	2474.0
43414.0	18328.0	36.0	2710.0
38429.0	18354.0	34.0	2467.0
35854.0	17787.0	31.0	2380.0
35215.0	17811.0	32.0	2360.0
34814.0	17657.0	35.0	2236.0
35161.0	17480.0	35.0	2225.0
35075.0	17508.0	38.0	2076.0
36094.0	17304.0	41.0	2147.0
36538.0	16813.0	39.0	2030.0
37316.0	17052.0	46.0	2193.0
37510.0	16582.0	42.0	2450.0
38994.0	16656.0	43.0	2768.0
39338.0	17142.0	39.0	2883.0
39964.0	16896.0	36.0	3105.0
40607.0	16985.0	41.0	3582.0
40436.0	17207.0	32.0	4145.0
39808.0	17159.0	36.0	4019.0
39246.0	17184.0	39.0	3799.0
39368.0	17300.0	38.0	3638.0
38723.0	16953.0	42.0	3306.0
38414.0	17277.0	34.0	2986.0
38059.0	17556.0	34.0	2135.0
37603.0	17049.0	33.0	2046.0
37534.0	17497.0	30.0	1976.0
37942.0	17579.0	28.0	2073.0
46190.0	20476.0	25.0	2145.0
49868.0	21170.0	25.0	2175.0
49925.0	20622.0	23.0	2310.0
50238.0	20880.0	22.0	2386.0
49959.0	20642.0	23.0	2462.0
49591.0	20116.0	28.0	2551.0
44619.0	17456.0	29.0	2614.0
41836.0	16939.0	28.0	2563.0
41798.0	16831.0	26.0	2674.0
42334.0	17158.0	28.0	2686.0
42368.0	17381.0	29.0	2686.0
42833.0	17176.0	25.0	3246.0
40428.0	17474.0	30.0	3518.0
40159.0	17624.0	33.0	3857.0
40720.0	17182.0	30.0	4468.0
40764.0	17440.0	29.0	4852.0
40775.0	16821.0	30.0	5441.0
40763.0	16971.0	29.0	5263.0
40182.0	16950.0	28.0	5393.0
39591.0	16322.0	25.0	5228.0
40194.0	16913.0	24.0	5468.0
42156.0	17187.0	25.0	6435.0
43009.0	16839.0	25.0	7275.0
44192.0	17343.0	27.0	8099.0
46156.0	17309.0	28.0	9351.0
47649.0	17180.0	28.0	10152.0
48298.0	17405.0	30.0	10030.0
46768.0	16969.0	29.0	8976.0
46750.0	16867.0	29.0	7870.0
45898.0	16733.0	29.0	7107.0
43870.0	16568.0	27.0	5472.0
42305.0	16704.0	28.0	4700.0
41366.0	17254.0	28.0	4210.0
40727.0	17098.0	32.0	4005.0
39821.0	17652.0	32.0	3714.0
38970.0	17724.0	28.0	3243.0
47173.0	20018.0	27.0	3742.0
50092.0	20798.0	30.0	3177.0
50005.0	20307.0	30.0	3349.0
50341.0	20525.0	31.0	3342.0
49609.0	20191.0	32.0	2994.0
49764.0	20488.0	28.0	2994.0
45306.0	17664.0	28.0	2960.0
42258.0	17206.0	27.0	2602.0
42020.0	17272.0	27.0	2245.0
41833.0	17127.0	27.0	1952.0
43769.0	17177.0	25.0	1868.0
44328.0	17173.0	28.0	1901.0
40508.0	17254.0	30.0	1920.0
39172.0	17065.0	29.0	2053.0
39410.0	17329.0	32.0	2058.0
39073.0	17296.0	32.0	2096.0
37009.0	16944.0	30.0	2025.0
36706.0	17350.0	30.0	1974.0
36424.0	17207.0	29.0	2000.0
36386.0	17004.0	26.0	1873.0
36746.0	17367.0	27.0	1849.0
36510.0	17411.0	26.0	2358.0
36073.0	16981.0	30.0	2456.0
35568.0	16989.0	29.0	2526.0
36828.0	16824.0	27.0	2576.0
37801.0	17189.0	31.0	2821.0
37077.0	17028.0	35.0	2847.0
36262.0	16394.0	39.0	2230.0
36285.0	16863.0	35.0	2169.0
36087.0	16763.0	37.0	2159.0
35351.0	16192.0	38.0	2138.0
35187.0	16582.0	36.0	1943.0
35958.0	16917.0	38.0	1934.0
36616.0	16997.0	34.0	2054.0
37995.0	17424.0	36.0	2105.0
38831.0	17140.0	36.0	2021.0
46409.0	19992.0	38.0	1900.0
49401.0	20317.0	39.0	1823.0
48279.0	19523.0	38.0	1761.0
48290.0	19791.0	36.0	1718.0
47528.0	19927.0	34.0	1660.0
46636.0	19653.0	33.0	1665.0
41523.0	17292.0	36.0	1741.0
39211.0	16834.0	34.0	1841.0
39066.0	16483.0	32.0	1892.0
39215.0	16635.0	33.0	1925.0
38719.0	16206.0	36.0	1955.0
38912.0	16270.0	36.0	2006.0
35008.0	16326.0	35.0	1956.0
34115.0	16129.0	38.0	1924.0
34412.0	16455.0	38.0	2017.0
34012.0	16380.0	36.0	2068.0
33840.0	15924.0	32.0	2082.0
34190.0	16502.0	33.0	2108.0
37316.0	17002.0	33.0	2130.0
39450.0	16766.0	31.0	2099.0
40694.0	17389.0	34.0	2053.0
41413.0	18232.0	33.0	1976.0
41563.0	18197.0	37.0	1865.0
41592.0	18227.0	39.0	1779.0
40566.0	17772.0	39.0	1811.0
38173.0	17652.0	41.0	1828.0
38105.0	17666.0	42.0	2371.0
37636.0	16565.0	42.0	2403.0
37914.0	16865.0	36.0	2701.0
38820.0	16826.0	35.0	3772.0
38964.0	16601.0	35.0	4227.0
40555.0	16989.0	33.0	5266.0
40487.0	17364.0	38.0	5292.0
40495.0	16919.0	37.0	5578.0
41806.0	17668.0	36.0	6181.0
41055.0	17469.0	35.0	5811.0
48125.0	20199.0	34.0	5412.0
51001.0	20853.0	33.0	4376.0
50938.0	20375.0	27.0	3936.0
52044.0	20670.0	25.0	4720.0
51533.0	20523.0	28.0	4762.0
51532.0	20599.0	28.0	4768.0
46893.0	18301.0	32.0	4996.0
43643.0	17827.0	32.0	5432.0
43248.0	17592.0	36.0	5473.0
42868.0	17903.0	34.0	4644.0
42963.0	17958.0	31.0	4325.0
43714.0	17585.0	31.0	4000.0
40996.0	17779.0	28.0	4207.0
40778.0	17910.0	34.0	4209.0
41723.0	17430.0	37.0	4634.0
43218.0	18033.0	36.0	5082.0
43686.0	18937.0	38.0	4924.0
44363.0	19536.0	45.0	4911.0
44335.0	20211.0	43.0	5050.0
44252.0	20115.0	38.0	5378.0
43582.0	20640.0	34.0	5254.0
42915.0	20665.0	33.0	5032.0
41917.0	19503.0	34.0	4954.0
40403.0	19265.0	26.0	4860.0
41674.0	18749.0	30.0	4536.0
42479.0	18220.0	30.0	3870.0
43041.0	18628.0	28.0	3400.0
43201.0	18342.0	28.0	2922.0
44158.0	17852.0	28.0	2692.0
44649.0	18182.0	29.0	2828.0
44305.0	17615.0	24.0	3033.0
44959.0	17798.0	25.0	3295.0
46624.0	18260.0	26.0	3762.0
45967.0	17869.0	27.0	4246.0
45978.0	18094.0	27.0	4951.0
46705.0	18021.0	25.0	5226.0
54014.0	20472.0	25.0	4927.0
56099.0	20998.0	23.0	4733.0
54436.0	20264.0	29.0	4611.0
54411.0	20227.0	29.0	4468.0
54189.0	20417.0	27.0	4328.0
53548.0	20364.0	28.0	4009.0
48158.0	17322.0	27.0	4019.0
45786.0	17096.0	31.0	4274.0
76748.0	17250.0	31.0	4242.0
90697.0	17000.0	33.0	4335.0
90400.0	17371.0	36.0	3839.0
90248.0	17065.0	34.0	4059.0
86479.0	17493.0	35.0	4339.0
84788.0	17561.0	34.0	4219.0
52823.0	16963.0	31.0	4128.0
38341.0	17412.0	30.0	4062.0
37977.0	17304.0	29.0	4437.0
37885.0	16925.0	30.0	4369.0
38034.0	17116.0	29.0	4172.0
38306.0	16796.0	27.0	4182.0
38847.0	16704.0	26.0	4732.0
39797.0	16727.0	29.0	5545.0
40605.0	16054.0	31.0	5981.0
41743.0	16612.0	29.0	6698.0
44058.0	16782.0	29.0	7390.0
45029.0	16419.0	28.0	8135.0
46165.0	16603.0	29.0	8691.0
45952.0	16474.0	25.0	9099.0
45195.0	16083.0	25.0	9441.0
43556.0	15885.0	24.0	8849.0
42562.0	15839.0	24.0	8178.0
41324.0	15600.0	25.0	7359.0
40163.0	16424.0	19.0	6557.0
40316.0	16394.0	20.0	5989.0
40682.0	16994.0	17.0	5239.0
41412.0	17277.0	19.0	5187.0
48080.0	19080.0	23.0	5370.0
63593.0	25413.0	26.0	9599.0
63020.0	23888.0	24.0	10318.0
62970.0	24294.0	23.0	10256.0
62211.0	24203.0	22.0	9447.0
62118.0	23992.0	20.0	8845.0
56046.0	19988.0	19.0	6984.0
50969.0	18781.0	18.0	5861.0
50831.0	19342.0	18.0	5170.0
50171.0	19272.0	20.0	4582.0
49892.0	19079.0	21.0	4230.0
49620.0	19645.0	23.0	3581.0
45791.0	19088.0	22.0	3376.0
44263.0	19467.0	24.0	3158.0
43861.0	19471.0	23.0	3230.0
42981.0	18860.0	20.0	3002.0
43376.0	19459.0	20.0	2738.0
42320.0	18584.0	22.0	2881.0
43489.0	19001.0	25.0	3109.0
43575.0	19006.0	28.0	3397.0
43680.0	18427.0	28.0	3416.0
44025.0	19104.0	30.0	3614.0
43465.0	18286.0	30.0	3896.0
43893.0	18645.0	27.0	3671.0
44230.0	18585.0	24.0	3647.0
43865.0	17860.0	19.0	3529.0
44635.0	18687.0	21.0	3687.0
45757.0	18568.0	18.0	3928.0
45438.0	18708.0	20.0	3743.0
45679.0	18998.0	20.0	3798.0
45970.0	18469.0	23.0	3582.0
47287.0	19435.0	26.0	3497.0
47175.0	19413.0	25.0	3197.0
46423.0	19072.0	25.0	2834.0
48248.0	19819.0	22.0	2996.0
47886.0	18887.0	25.0	3128.0
54283.0	23800.0	27.0	3525.0
57774.0	23894.0	24.0	3312.0
57421.0	23559.0	25.0	3265.0
57195.0	23958.0	25.0	3132.0
55552.0	22989.0	29.0	2839.0
56370.0	23997.0	29.0	3270.0
56318.0	19532.0	32.0	2906.0
57841.0	19155.0	38.0	3426.0
69126.0	20132.0	35.0	3641.0
68529.0	19276.0	36.0	3737.0
68569.0	19915.0	33.0	3881.0
68059.0	19646.0	30.0	3252.0
60204.0	19622.0	36.0	3317.0
54546.0	19766.0	32.0	3319.0
43083.0	18241.0	31.0	3287.0
44106.0	19237.0	31.0	3454.0
44089.0	19006.0	32.0	3363.0
43682.0	18846.0	34.0	3515.0
44754.0	19347.0	30.0	3628.0
44223.0	18701.0	30.0	3208.0
44139.0	19626.0	30.0	3208.0
43350.0	18641.0	30.0	3110.0
44345.0	18866.0	27.0	3586.0
44948.0	18945.0	24.0	3567.0
45359.0	18622.0	23.0	3344.0
45895.0	19294.0	26.0	3324.0
45771.0	18782.0	26.0	3140.0
46972.0	19952.0	33.0	3117.0
49687.0	19920.0	37.0	2566.0
53072.0	20205.0	39.0	2362.0
56978.0	20561.0	35.0	2443.0
60989.0	19984.0	32.0	2423.0
66024.0	20894.0	32.0	2413.0
68303.0	20017.0	31.0	2406.0
67423.0	20330.0	33.0	2423.0
63466.0	19882.0	35.0	2301.0
66666.0	24331.0	37.0	2940.0
69944.0	25615.0	46.0	5611.0
65384.0	24477.0	54.0	6018.0
63757.0	25470.0	54.0	6813.0
61202.0	24828.0	49.0	7021.0
62855.0	25384.0	46.0	8522.0
58224.0	20129.0	52.0	7967.0
52334.0	19623.0	48.0	5669.0
53694.0	20091.0	46.0	6333.0
53504.0	19483.0	47.0	6253.0
53474.0	19738.0	50.0	6493.0
51790.0	18933.0	55.0	5234.0
48366.0	19550.0	51.0	5615.0
46653.0	18573.0	55.0	5696.0
45200.0	18703.0	58.0	4934.0
44893.0	18961.0	58.0	4563.0
45447.0	19019.0	58.0	4376.0
45867.0	19725.0	52.0	4181.0
45830.0	19059.0	56.0	3604.0
46385.0	19838.0	61.0	3421.0
46284.0	19402.0	65.0	3422.0
45593.0	18996.0	67.0	3054.0
45382.0	19048.0	66.0	2794.0
45402.0	18139.0	76.0	3377.0
46942.0	18598.0	71.0	3780.0
46951.0	18213.0	64.0	3541.0
47057.0	18162.0	59.0	3352.0
47408.0	18499.0	58.0	3474.0
47504.0	18075.0	54.0	3678.0
47831.0	18804.0	51.0	3258.0
48055.0	19144.0	52.0	2999.0
48379.0	18962.0	61.0	3097.0
49288.0	19718.0	60.0	3210.0
49054.0	19151.0	58.0	3318.0
48923.0	19305.0	62.0	3359.0
49198.0	19518.0	62.0	3357.0
55335.0	22679.0	59.0	3334.0
58952.0	23765.0	55.0	3344.0
59257.0	23388.0	53.0	3656.0
59129.0	23477.0	52.0	3923.0
59331.0	23780.0	51.0	3895.0
59296.0	23106.0	51.0	4114.0
55018.0	19594.0	54.0	4238.0
51713.0	18807.0	55.0	4423.0
50491.0	18098.0	57.0	4295.0
51523.0	18701.0	64.0	4418.0
50750.0	18170.0	61.0	4305.0
51082.0	18455.0	55.0	5135.0
48142.0	18851.0	60.0	5532.0
46834.0	18204.0	57.0	5581.0
47433.0	18896.0	57.0	5703.0
47418.0	18741.0	56.0	5509.0
47468.0	18721.0	63.0	5568.0
46639.0	18885.0	62.0	4900.0
46403.0	17997.0	54.0	4682.0
47639.0	18972.0	51.0	4516.0
47257.0	18991.0	47.0	4304.0
47316.0	18581.0	40.0	4186.0
47989.0	19237.0	38.0	4288.0
47835.0	18853.0	40.0	4289.0
48212.0	18954.0	42.0	4133.0
48199.0	18943.0	47.0	4246.0
47312.0	18140.0	53.0	4122.0
46289.0	18471.0	61.0	4278.0
46513.0	18210.0	58.0	4561.0
46728.0	18208.0	62.0	4465.0
46833.0	18596.0	64.0	4521.0
45938.0	18054.0	63.0	4484.0
47104.0	18875.0	59.0	4689.0
48006.0	19199.0	50.0	4515.0
46717.0	18381.0	54.0	4091.0
46822.0	18863.0	49.0	3897.0
53809.0	23273.0	45.0	3675.0
57003.0	22474.0	21.0	4637.0
56125.0	22484.0	27.0	4183.0
60357.0	21690.0	27.0	4165.0
78548.0	22521.0	26.0	4547.0
96957.0	22207.0	28.0	5074.0
94697.0	17838.0	29.0	5032.0
91839.0	17881.0	27.0	4370.0
91351.0	17214.0	20.0	4224.0
87152.0	18142.0	23.0	4114.0
69336.0	17523.0	23.0	4184.0
51059.0	17644.0	55.0	4202.0
45088.0	17889.0	56.0	4069.0
42861.0	17227.0	57.0	3973.0
43803.0	18163.0	57.0	4161.0
43016.0	17614.0	54.0	4274.0
42717.0	18167.0	54.0	3849.0
42384.0	18319.0	24.0	3445.0
42274.0	17900.0	22.0	3432.0
42971.0	18781.0	25.0	3330.0
42623.0	17946.0	25.0	3181.0
42692.0	18269.0	26.0	2932.0
42742.0	17711.0	28.0	2967.0
42744.0	17499.0	28.0	3025.0
44235.0	17901.0	31.0	3103.0
44623.0	17254.0	30.0	3309.0
44334.0	17895.0	29.0	3388.0
45837.0	17821.0	26.0	3657.0
46298.0	18233.0	22.0	3750.0
47526.0	18616.0	26.0	3783.0
46973.0	18076.0	25.0	3803.0
47202.0	18773.0	25.0	3755.0
47406.0	18790.0	29.0	3803.0
46101.0	18743.0	45.0	3664.0
45842.0	18974.0	59.0	3489.0
44794.0	18215.0	61.0	3600.0
52501.0	23034.0	64.0	3581.0
55981.0	23005.0	64.0	3520.0
56289.0	22671.0	64.0	3402.0
56360.0	22877.0	54.0	3441.0
56104.0	22192.0	42.0	3618.0
56642.0	22930.0	48.0	3614.0
52555.0	18588.0	50.0	3758.0
50043.0	18287.0	55.0	3800.0
49679.0	18630.0	57.0	3862.0
49527.0	17950.0	54.0	3829.0
50533.0	18812.0	51.0	3871.0
50144.0	18482.0	47.0	3997.0
45705.0	18469.0	46.0	3895.0
44509.0	18766.0	44.0	3895.0
44359.0	17960.0	52.0	4158.0
44932.0	18513.0	55.0	4316.0
44321.0	18446.0	63.0	4469.0
44869.0	18742.0	65.0	4230.0
45836.0	18870.0	67.0	4335.0
45798.0	18753.0	71.0	4238.0
46254.0	19375.0	63.0	3913.0
47098.0	19583.0	58.0	3933.0
48080.0	19529.0	50.0	4386.0
47987.0	19899.0	46.0	4251.0
49637.0	20644.0	40.0	4446.0
50947.0	21355.0	33.0	4628.0
51372.0	22065.0	25.0	4839.0
51701.0	22669.0	23.0	5133.0
51460.0	22771.0	22.0	4505.0
51562.0	22612.0	24.0	4716.0
56419.0	22172.0	23.0	4509.0
55550.0	21432.0	23.0	4259.0
55370.0	21204.0	24.0	4004.0
54061.0	20507.0	24.0	3505.0
53977.0	20260.0	22.0	3330.0
54083.0	19888.0	23.0	3607.0
56183.0	24317.0	23.0	3686.0
59546.0	24323.0	23.0	3713.0
59802.0	23895.0	25.0	3829.0
63268.0	23793.0	26.0	3814.0
66035.0	23331.0	26.0	3707.0
68684.0	23394.0	25.0	3076.0
66547.0	18361.0	23.0	2734.0
67179.0	18018.0	25.0	2704.0
69909.0	17905.0	26.0	2571.0
69857.0	17719.0	27.0	2663.0
70740.0	18160.0	26.0	3319.0
70444.0	17937.0	26.0	3365.0
66772.0	18195.0	25.0	3506.0
65388.0	18035.0	24.0	3685.0
65792.0	18240.0	24.0	3896.0
66176.0	18337.0	22.0	3777.0
65482.0	18696.0	25.0	3247.0
65450.0	18742.0	25.0	3473.0
66419.0	18682.0	30.0	3459.0
66374.0	18932.0	34.0	3173.0
66360.0	18811.0	36.0	2868.0
65190.0	18484.0	36.0	2736.0
64649.0	17961.0	34.0	2644.0
65299.0	18072.0	33.0	2710.0
65125.0	17709.0	28.0	2626.0
64758.0	17734.0	27.0	2700.0
64323.0	17254.0	27.0	3281.0
65386.0	17741.0	26.0	3475.0
66104.0	18098.0	26.0	3517.0
65781.0	17544.0	27.0	3328.0
67129.0	18224.0	29.0	3481.0
68281.0	18166.0	26.0	3711.0
68828.0	18644.0	29.0	3596.0
69733.0	18978.0	30.0	3670.0
70222.0	18179.0	29.0	4042.0
70914.0	18900.0	31.0	4259.0
80325.0	22708.0	29.0	4770.0
83047.0	23086.0	29.0	4429.0
83400.0	23177.0	23.0	4009.0
82970.0	22523.0	24.0	3803.0
82844.0	23143.0	26.0	3538.0
84633.0	23288.0	28.0	4266.0
78056.0	18710.0	31.0	4987.0
77748.0	18654.0	32.0	6631.0
78101.0	18434.0	33.0	8110.0
78792.0	18529.0	34.0	9283.0
79083.0	18545.0	32.0	10223.0
77378.0	17814.0	27.0	10049.0
73167.0	18269.0	24.0	9401.0
70333.0	18178.0	24.0	8040.0
68992.0	17733.0	25.0	6695.0
67448.0	18215.0	34.0	5554.0
66329.0	17979.0	36.0	4476.0
65678.0	18448.0	36.0	3504.0
65307.0	18685.0	36.0	2777.0
65526.0	18263.0	37.0	2792.0
66152.0	19025.0	35.0	2635.0
65857.0	18470.0	26.0	2570.0
65865.0	18259.0	24.0	2615.0
66552.0	18485.0	24.0	3275.0
67103.0	17848.0	24.0	3372.0
67741.0	18074.0	23.0	3432.0
68209.0	18692.0	21.0	4817.0
64823.0	18403.0	22.0	5054.0
61987.0	18994.0	24.0	5029.0
57866.0	18634.0	24.0	4595.0
55198.0	18772.0	26.0	4718.0
50588.0	18864.0	26.0	4710.0
45524.0	17646.0	26.0	3362.0
46078.0	18373.0	25.0	3508.0
45222.0	18149.0	24.0	3492.0
45152.0	17933.0	24.0	3657.0
51887.0	22754.0	23.0	3708.0
56285.0	21363.0	17.0	2331.0
54232.0	20897.0	18.0	2235.0
52246.0	21203.0	21.0	2203.0
50862.0	21246.0	22.0	2248.0
48512.0	20769.0	23.0	2516.0
42806.0	17968.0	22.0	2515.0
41154.0	18872.0	24.0	2556.0
41432.0	18040.0	24.0	2583.0
41301.0	17966.0	28.0	2662.0
40672.0	18492.0	24.0	2666.0
40398.0	18542.0	27.0	2350.0
35588.0	17814.0	32.0	2223.0
33174.0	17451.0	48.0	2032.0
33101.0	18354.0	48.0	1906.0
32600.0	17459.0	46.0	1779.0
32386.0	17487.0	45.0	1658.0
31980.0	17739.0	47.0	1759.0
32369.0	18098.0	43.0	1638.0
33085.0	17446.0	27.0	1678.0
32755.0	17345.0	27.0	1907.0
33383.0	18392.0	27.0	2084.0
33816.0	17894.0	29.0	2182.0
35365.0	18356.0	24.0	2241.0
36748.0	18469.0	34.0	2413.0
37315.0	19396.0	30.0	2493.0
38176.0	18648.0	30.0	2546.0
38059.0	18532.0	31.0	2409.0
38262.0	18978.0	32.0	2604.0
38085.0	18082.0	33.0	3343.0
38092.0	17525.0	19.0	3307.0
38495.0	17424.0	21.0	3716.0
38628.0	18728.0	24.0	3808.0
39177.0	17704.0	25.0	3987.0
39137.0	17745.0	26.0	4400.0
38789.0	18411.0	24.0	4104.0
46114.0	21719.0	35.0	4019.0
48908.0	21056.0	35.0	3612.0
48873.0	20520.0	34.0	3633.0
48518.0	21607.0	34.0	3619.0
48502.0	20918.0	31.0	3461.0
48138.0	20527.0	31.0	3049.0
43539.0	17889.0	18.0	3330.0
40913.0	18590.0	19.0	3381.0
39900.0	17731.0	18.0	2939.0
39314.0	17595.0	17.0	2730.0
38701.0	18253.0	18.0	2218.0
38115.0	17906.0	20.0	2048.0
33985.0	17740.0	24.0	1719.0
32752.0	17687.0	23.0	1537.0
32664.0	18524.0	23.0	1600.0
32640.0	17615.0	24.0	1625.0
32746.0	17741.0	23.0	1612.0
33206.0	19261.0	24.0	1725.0
33496.0	18529.0	24.0	1775.0
33867.0	18496.0	35.0	1795.0
34201.0	18592.0	35.0	1765.0
34478.0	19519.0	34.0	1754.0
34646.0	18678.0	34.0	1734.0
34349.0	17636.0	32.0	1606.0
35684.0	18541.0	33.0	1563.0
36097.0	18534.0	21.0	1601.0
36340.0	17986.0	21.0	1630.0
35986.0	17677.0	21.0	1644.0
35816.0	18319.0	20.0	1623.0
35771.0	18089.0	22.0	1600.0
35555.0	17649.0	20.0	1584.0
35262.0	17456.0	21.0	1516.0
35333.0	18122.0	21.0	1485.0
36286.0	18305.0	22.0	1463.0
38025.0	18296.0	21.0	1475.0
37993.0	18260.0	19.0	1540.0
45660.0	21566.0	17.0	1614.0
48539.0	21877.0	16.0	1641.0
48907.0	22005.0	17.0	1653.0
48036.0	21426.0	17.0	1648.0
46211.0	21295.0	17.0	1651.0
46362.0	21710.0	17.0	1732.0
42275.0	19086.0	18.0	2484.0
41009.0	18309.0	21.0	3355.0
41319.0	18192.0	20.0	4359.0
43084.0	19062.0	19.0	5302.0
44033.0	18920.0	21.0	6080.0
44651.0	18425.0	22.0	6663.0
40502.0	18652.0	24.0	6367.0
38612.0	19093.0	20.0	5972.0
37897.0	18742.0	23.0	5340.0
36023.0	18098.0	25.0	4721.0
35383.0	18275.0	26.0	4117.0
34513.0	18997.0	27.0	3486.0
33984.0	18608.0	27.0	2975.0
33704.0	18458.0	28.0	2458.0
32664.0	18131.0	28.0	2031.0
33586.0	18633.0	31.0	2450.0
