window_start	window_end	avg_conn_duration	number_of_conn	sum_orig_kbytes	sum_resp_kbytes
14/07/18 03:20	14/07/18 04:20	1.6890331567866488	99460	35248	3440708
14/07/18 03:30	14/07/18 04:30	1.6154427598647598	98786	29544	3587552
14/07/18 03:40	14/07/18 04:40	1.5467563942126477	100253	26630	3757011
14/07/18 03:50	14/07/18 04:50	1.8902353708210715	93355	25320	3607711
14/07/18 04:00	14/07/18 05:00	1.855998086862671	89866	24646	3463197
14/07/18 04:10	14/07/18 05:10	1.8210284002379171	90791	24483	3594203
14/07/18 04:20	14/07/18 05:20	1.7159744256609655	91836	23765	2847106
14/07/18 04:30	14/07/18 05:30	2.050275178601708	89652	25352	2704807
14/07/18 04:40	14/07/18 05:40	2.03260110065683	88151	28572	2554730
14/07/18 04:50	14/07/18 05:50	1.770781487437642	88001	28848	2552485
14/07/18 05:00	14/07/18 06:00	1.764042516144728	90432	29106	2792364
14/07/18 05:10	14/07/18 06:10	1.7099803691695352	91202	29191	2735596
14/07/18 05:20	14/07/18 06:20	1.7460990847137974	88557	29032	2574981
14/07/18 05:30	14/07/18 06:30	1.3670151864818723	88459	26524	2565020
14/07/18 05:40	14/07/18 06:40	1.3424530211551449	88820	23020	2704705
14/07/18 05:50	14/07/18 06:50	1.2913699264251808	89392	23044	2861749
14/07/18 06:00	14/07/18 07:00	1.2670808989916436	86676	22373	2613435
14/07/18 06:10	14/07/18 07:10	2.1499548798827433	83918	22272	2516114
14/07/18 06:20	14/07/18 07:20	2.2245498212030514	83139	21805	2622720
14/07/18 06:30	14/07/18 07:30	3.701231583976949	83642	31844	2828333
14/07/18 06:40	14/07/18 07:40	3.779346669246251	83476	32185	7572630
14/07/18 06:50	14/07/18 07:50	3.7391466982801083	85238	32221	15000460
14/07/18 07:00	14/07/18 08:00	3.772939135495287	85324	32237	16299283
14/07/18 07:10	14/07/18 08:10	2.8810143898143994	88419	32775	16538998
14/07/18 07:20	14/07/18 08:20	2.8474899456003957	89008	32988	16638322
14/07/18 07:30	14/07/18 08:30	1.5280414193607295	87662	23874	16437504
14/07/18 07:40	14/07/18 08:40	1.5131853972477312	86256	23996	11580734
14/07/18 07:50	14/07/18 08:50	1.4417256975508423	102566	4385058	4182881
14/07/18 08:00	14/07/18 09:00	1.429681060248392	105397	4385241	3015403
14/07/18 08:10	14/07/18 09:10	1.4147330976393069	103995	4384637	2823277
14/07/18 08:20	14/07/18 09:20	1.3819301284585574	101885	4384143	2619699
14/07/18 08:30	14/07/18 09:30	1.3095900705493286	101305	4382925	2618079
14/07/18 08:40	14/07/18 09:40	1.2569500822852118	102485	4382380	2730553
14/07/18 08:50	14/07/18 09:50	1.1795324938999274	87376	21441	2693755
14/07/18 09:00	14/07/18 10:00	1.0955206032813685	85635	21451	2571734
14/07/18 09:10	14/07/18 10:10	1.0850282555326267	84318	20945	2534433
14/07/18 09:20	14/07/18 10:20	1.0846708828873064	85533	20950	2694679
14/07/18 09:30	14/07/18 10:30	1.09710979084123	87479	20967	2834569
14/07/18 09:40	14/07/18 10:40	1.113819394944595	86640	20997	2805292
14/07/18 09:50	14/07/18 10:50	1.1775969738157592	82416	20122	2689998
14/07/18 10:00	14/07/18 11:00	1.1944966003213233	80292	19598	2683137
14/07/18 10:10	14/07/18 11:10	1.1586446131289414	80174	19398	2832490
14/07/18 10:20	14/07/18 11:20	1.1121999981237567	81546	19514	2828323
14/07/18 10:30	14/07/18 11:30	1.0735218653619132	80475	19244	2684346
14/07/18 10:40	14/07/18 11:40	1.0486272187669725	79171	19066	2560809
14/07/18 10:50	14/07/18 11:50	0.9910838767168294	79143	18829	2616058
14/07/18 11:00	14/07/18 12:00	1.0181122106695715	80828	19039	4538776
14/07/18 11:10	14/07/18 12:10	1.007535480599073	81259	19353	4497262
14/07/18 11:20	14/07/18 12:20	1.030521821562655	79109	19174	4755937
14/07/18 11:30	14/07/18 12:30	1.0768326916952122	78244	19609	4761799
14/07/18 11:40	14/07/18 12:40	1.1145194811027663	79509	24867	4952675
14/07/18 11:50	14/07/18 12:50	1.1683749996642934	80427	25901	4982393
14/07/18 12:00	14/07/18 13:00	1.2195824339808368	80257	26604	3082641
14/07/18 12:10	14/07/18 13:10	1.243817961550619	82264	27271	2959068
14/07/18 12:20	14/07/18 13:20	1.2992871965216537	82108	27531	2539812
14/07/18 12:30	14/07/18 13:30	1.298429539525304	82074	27591	2592350
14/07/18 12:40	14/07/18 13:40	1.2823788723450362	83005	22633	2701636
14/07/18 12:50	14/07/18 13:50	1.2740448894434147	85558	22590	2620966
14/07/18 13:00	14/07/18 14:00	1.5964914124447513	85980	24802	2616407
14/07/18 13:10	14/07/18 14:10	1.609895082779096	85553	24854	2643735
14/07/18 13:20	14/07/18 14:20	1.555909300796488	86128	24774	2673275
14/07/18 13:30	14/07/18 14:30	1.5561996823513284	87474	24734	2864888
14/07/18 13:40	14/07/18 14:40	1.5954307450132266	86930	24699	2589721
14/07/18 13:50	14/07/18 14:50	1.4322182618100538	101566	27302	2594636
14/07/18 14:00	14/07/18 15:00	1.1284006560828177	103554	24958	2587999
14/07/18 14:10	14/07/18 15:10	1.121777951386507	102091	24872	2606964
14/07/18 14:20	14/07/18 15:20	1.1885073391944152	102882	25518	2794361
14/07/18 14:30	14/07/18 15:30	1.1492065355790897	101970	25192	2565181
14/07/18 14:40	14/07/18 15:40	1.115054683490748	99738	24895	2531498
14/07/18 14:50	14/07/18 15:50	1.1900630072571485	85433	22279	2525934
14/07/18 15:00	14/07/18 16:00	1.1561958670331762	84036	21907	2732096
14/07/18 15:10	14/07/18 16:10	1.1489663899645366	83464	21235	2738816
14/07/18 15:20	14/07/18 16:20	1.0453651385082052	82089	20585	2551044
14/07/18 15:30	14/07/18 16:30	1.0257278479610334	82321	21166	5008938
14/07/18 15:40	14/07/18 16:40	1.0032320088501991	83162	21133	5039158
14/07/18 15:50	14/07/18 16:50	1.0184703988942843	80129	21488	5174182
14/07/18 16:00	14/07/18 17:00	0.9971239862094117	79547	21307	5092901
14/07/18 16:10	14/07/18 17:10	0.9906394873048862	78928	21306	5061033
14/07/18 16:20	14/07/18 17:20	0.9739265517329962	77871	21178	5029453
14/07/18 16:30	14/07/18 17:30	0.9950011731205256	77628	20733	2576202
14/07/18 16:40	14/07/18 17:40	0.9528923031306736	78801	20780	2805612
14/07/18 16:50	14/07/18 17:50	0.9091845664349086	78242	19776	2639069
14/07/18 17:00	14/07/18 18:00	4.458555442594524	76700	40884	2504193
14/07/18 17:10	14/07/18 18:10	4.52853903422286	76294	40453	2506013
14/07/18 17:20	14/07/18 18:20	4.505310436142496	77211	40314	2555001
14/07/18 17:30	14/07/18 18:30	4.390024281568764	78226	39986	2781924
14/07/18 17:40	14/07/18 18:40	4.4445274214921975	77107	39685	2552131
14/07/18 17:50	14/07/18 18:50	4.5202784440948625	75011	39191	2535931
14/07/18 18:00	14/07/18 19:00	0.8409306801034799	75762	17748	2553569
14/07/18 18:10	14/07/18 19:10	0.7535547325268642	76961	17841	2783261
14/07/18 18:20	14/07/18 19:20	0.7563447814316597	77239	17747	2762906
14/07/18 18:30	14/07/18 19:30	0.7694865579378166	75745	17725	2504532
14/07/18 18:40	14/07/18 19:40	0.7650392069830391	75354	17784	2498767
14/07/18 18:50	14/07/18 19:50	0.7355042457953922	80388	18359	2617833
14/07/18 19:00	14/07/18 20:00	0.748390352406569	81423	18299	2706662
14/07/18 19:10	14/07/18 20:10	0.7571741695634101	81816	18699	2489911
14/07/18 19:20	14/07/18 20:20	0.7213208319293315	80603	18635	2453644
14/07/18 19:30	14/07/18 20:30	0.7193460283772231	80769	18598	2474757
14/07/18 19:40	14/07/18 20:40	0.727186321703686	82433	18722	2696358
14/07/18 19:50	14/07/18 20:50	0.7950251906782679	98265	22311	2628767
14/07/18 20:00	14/07/18 21:00	1.0931770129199765	98607	24975	2525580
14/07/18 20:10	14/07/18 21:10	1.0978883015145013	97458	24763	2502212
14/07/18 20:20	14/07/18 21:20	1.105075644198054	99932	25245	2744209
14/07/18 20:30	14/07/18 21:30	1.1221109402814922	100890	25451	2836772
14/07/18 20:40	14/07/18 21:40	1.131613183472306	99421	26438	2709694
14/07/18 20:50	14/07/18 21:50	1.1665888664633806	83625	25823	2692126
14/07/18 21:00	14/07/18 22:00	0.8888513903038133	83868	23848	2828921
14/07/18 21:10	14/07/18 22:10	0.9930554948315328	86486	36390	3052713
14/07/18 21:20	14/07/18 22:20	1.2111062739428606	87051	37673	2822982
14/07/18 21:30	14/07/18 22:30	1.3443382809139937	86215	39052	2790271
14/07/18 21:40	14/07/18 22:40	1.4377999514943534	86258	39003	2719664
14/07/18 21:50	14/07/18 22:50	1.4853663764422607	83896	35687	2902764
14/07/18 22:00	14/07/18 23:00	1.503117783522623	83205	37391	2973141
14/07/18 22:10	14/07/18 23:10	1.4574073854260514	79896	24892	2743088
14/07/18 22:20	14/07/18 23:20	1.2374215891614904	77483	25985	2737887
14/07/18 22:30	14/07/18 23:30	1.0810853949562633	78196	24364	3050055
14/07/18 22:40	14/07/18 23:40	1.011319586853932	79674	27388	3160278
14/07/18 22:50	14/07/18 23:50	1.878909611293597	78239	36624	2938096
14/07/18 23:00	15/07/18 00:00	1.875550895749974	76729	34799	2749716
14/07/18 23:10	15/07/18 00:10	1.7954193996821368	78650	35322	2929348
14/07/18 23:20	15/07/18 00:20	1.7866360881366206	79286	32823	3042738
14/07/18 23:30	15/07/18 00:30	1.9077348777004226	77997	33761	2651148
14/07/18 23:40	15/07/18 00:40	1.9650882848578468	77063	30410	2592809
14/07/18 23:50	15/07/18 00:50	1.0618013631745702	77957	21448	2792646
15/07/18 00:00	15/07/18 01:00	1.0050195816398118	78387	20769	2754485
15/07/18 00:10	15/07/18 01:10	1.07910881423728	77276	21855	2614627
15/07/18 00:20	15/07/18 01:20	1.0257074138953939	76860	21357	2591677
15/07/18 00:30	15/07/18 01:30	1.2483642451252046	78670	20956	2717942
15/07/18 00:40	15/07/18 01:40	1.1484141980949247	78947	20207	2678190
15/07/18 00:50	15/07/18 01:50	1.1707557238202952	80444	22576	2507323
15/07/18 01:00	15/07/18 02:00	1.1601121525522835	80379	22478	2641985
15/07/18 01:10	15/07/18 02:10	1.1068918224337458	82786	22106	2760013
15/07/18 01:20	15/07/18 02:20	1.2185656343367344	82885	22421	2698516
15/07/18 01:30	15/07/18 02:30	0.8955674999252231	80240	21700	2563423
15/07/18 01:40	15/07/18 02:40	0.9425761548579199	79602	23497	2628705
15/07/18 01:50	15/07/18 02:50	0.9714256994674113	94632	25697	2809758
15/07/18 02:00	15/07/18 03:00	0.9991937575876813	99108	27086	2694952
15/07/18 02:10	15/07/18 03:10	1.0012015646551755	95816	25365	2510571
15/07/18 02:20	15/07/18 03:20	0.9548841824164565	95578	25221	2573377
15/07/18 02:30	15/07/18 03:30	1.0064122257515722	98161	26890	2801049
15/07/18 02:40	15/07/18 03:40	0.9726936289829383	98106	25273	2688269
15/07/18 02:50	15/07/18 03:50	0.8994662461699554	85965	21146	2481848
15/07/18 03:00	15/07/18 04:00	0.8845872002778603	82056	20584	2612344
15/07/18 03:10	15/07/18 04:10	0.9154307144942723	84937	21364	2793729
15/07/18 03:20	15/07/18 04:20	0.9354396156975977	85529	21499	2725454
15/07/18 03:30	15/07/18 04:30	0.896189956276278	83250	19770	2498445
15/07/18 03:40	15/07/18 04:40	0.8804733496937734	82944	19467	2596712
15/07/18 03:50	15/07/18 04:50	2.8167567005424883	78896	30987	2831875
15/07/18 04:00	15/07/18 05:00	2.8491629149786686	77804	32501	2714913
15/07/18 04:10	15/07/18 05:10	2.8735590058422003	75143	31792	2564481
15/07/18 04:20	15/07/18 05:20	2.8094374424919906	77111	32136	2667108
15/07/18 04:30	15/07/18 05:30	2.7652288294056597	79012	33272	2794842
15/07/18 04:40	15/07/18 05:40	2.7377986649631425	80030	36332	2767151
15/07/18 04:50	15/07/18 05:50	0.8296758478813783	78636	24450	2522054
15/07/18 05:00	15/07/18 06:00	0.8105805939832581	79312	22300	2565838
15/07/18 05:10	15/07/18 06:10	0.7883054811586665	80886	22268	4116694
15/07/18 05:20	15/07/18 06:20	0.73575661824619	80214	22003	4052978
15/07/18 05:30	15/07/18 06:30	0.7030037420704032	78661	20806	3927394
15/07/18 05:40	15/07/18 06:40	0.7039123961995689	77307	18011	3934451
15/07/18 05:50	15/07/18 06:50	0.709495250369002	77913	17374	4037166
15/07/18 06:00	15/07/18 07:00	0.684663340790637	78089	17543	4217099
15/07/18 06:10	15/07/18 07:10	0.6798104994301009	76329	22284	2639692
15/07/18 06:20	15/07/18 07:20	0.6675981440573993	74151	22051	2622931
15/07/18 06:30	15/07/18 07:30	0.7199748678283683	76325	22287	2799303
15/07/18 06:40	15/07/18 07:40	0.979105222812519	78115	22262	2831747
15/07/18 06:50	15/07/18 07:50	1.6757419770239057	80562	22690	2731642
15/07/18 07:00	15/07/18 08:00	2.660903348304324	80823	24720	2566539
15/07/18 07:10	15/07/18 08:10	2.877102240802845	84401	20560	2783286
15/07/18 07:20	15/07/18 08:20	3.103173015092939	85603	21219	2876490
15/07/18 07:30	15/07/18 08:30	3.119846058752109	83180	22443	2716882
15/07/18 07:40	15/07/18 08:40	2.9167673786008748	82237	22995	2743779
15/07/18 07:50	15/07/18 08:50	2.1599693198635475	97032	88698	3089162
15/07/18 08:00	15/07/18 09:00	1.3547289924674926	99834	86842	3112032
15/07/18 08:10	15/07/18 09:10	1.1589428214423387	95969	87170	2927476
15/07/18 08:20	15/07/18 09:20	0.9755761831612203	94900	96134	2957190
15/07/18 08:30	15/07/18 09:30	0.9951832851655147	97361	96484	3097601
15/07/18 08:40	15/07/18 09:40	1.0196094660330939	97227	96284	3066529
15/07/18 08:50	15/07/18 09:50	0.8850332033313086	82250	33896	7753978
15/07/18 09:00	15/07/18 10:00	1.3672367507507153	80257	34936	8251492
15/07/18 09:10	15/07/18 10:10	1.3518506191858373	82342	35319	8413390
15/07/18 09:20	15/07/18 10:20	1.3150903556001616	83203	25440	8438447
15/07/18 09:30	15/07/18 10:30	1.702478668812221	83273	24691	8292080
15/07/18 09:40	15/07/18 10:40	1.6308334331478742	86811	24633	8325823
15/07/18 09:50	15/07/18 10:50	1.6309876972959068	85463	21045	3415285
15/07/18 10:00	15/07/18 11:00	1.2459727789993724	84407	19941	2859739
15/07/18 10:10	15/07/18 11:10	1.3036677512713593	82982	21617	2729946
15/07/18 10:20	15/07/18 11:20	1.353586138492261	83622	22592	2676819
15/07/18 10:30	15/07/18 11:30	0.9861057078204559	83678	22337	2843209
15/07/18 10:40	15/07/18 11:40	1.0544628398017646	80107	22386	2702742
15/07/18 10:50	15/07/18 11:50	1.0837994531559256	78313	22069	2585063
15/07/18 11:00	15/07/18 12:00	0.9960431880346251	78560	22013	2699275
15/07/18 11:10	15/07/18 12:10	0.9579662012512373	80720	19704	2760052
15/07/18 11:20	15/07/18 12:20	0.9631399743294619	79936	19329	2688523
15/07/18 11:30	15/07/18 12:30	0.9343566114397401	77257	18628	2628749
15/07/18 11:40	15/07/18 12:40	0.8758046247350931	77857	18302	3210810
15/07/18 11:50	15/07/18 12:50	0.8964033621304328	79383	18718	3384574
15/07/18 12:00	15/07/18 13:00	0.9401834154783819	78755	18528	3236321
15/07/18 12:10	15/07/18 13:10	1.0865466566700301	76259	17876	3114221
15/07/18 12:20	15/07/18 13:20	1.0532106404015757	76299	17800	3189994
15/07/18 12:30	15/07/18 13:30	1.0425676130361026	78413	17941	3239543
15/07/18 12:40	15/07/18 13:40	1.0957929508998898	77454	18158	2661707
15/07/18 12:50	15/07/18 13:50	1.1613027889184762	78491	22736	2556870
15/07/18 13:00	15/07/18 14:00	1.112090756251183	79385	22483	2687042
15/07/18 13:10	15/07/18 14:10	0.9507464115248414	82153	22949	2939435
15/07/18 13:20	15/07/18 14:20	0.9282914296783071	81568	22525	2816449
15/07/18 13:30	15/07/18 14:30	1.0116380692344982	80509	23350	2688075
15/07/18 13:40	15/07/18 14:40	1.1786029900289399	82238	23144	2806776
15/07/18 13:50	15/07/18 14:50	1.3958779209864491	99793	37512	3085436
15/07/18 14:00	15/07/18 15:00	1.4616963407476515	101920	38241	3215119
15/07/18 14:10	15/07/18 15:10	1.5013481327980258	99256	37879	2967242
15/07/18 14:20	15/07/18 15:20	1.5674510864200075	100081	40455	3126531
15/07/18 14:30	15/07/18 15:30	1.547972955300875	102172	40381	3235136
15/07/18 14:40	15/07/18 15:40	1.5011020595306679	100822	40590	3093903
15/07/18 14:50	15/07/18 15:50	1.254868374413285	83942	22471	2755725
15/07/18 15:00	15/07/18 16:00	1.2260240918610703	82603	22268	2601064
15/07/18 15:10	15/07/18 16:10	1.2268727734197018	89540	23075	2745197
15/07/18 15:20	15/07/18 16:20	1.2103012567648828	89802	21441	2609880
15/07/18 15:30	15/07/18 16:30	1.2420102697498494	87507	21338	2453454
15/07/18 15:40	15/07/18 16:40	1.1764364708562798	88441	21737	2585554
15/07/18 15:50	15/07/18 16:50	1.1798397862727006	88772	21143	2836369
15/07/18 16:00	15/07/18 17:00	1.1596842339350841	88298	20903	2697950
15/07/18 16:10	15/07/18 17:10	1.1560330138682726	82851	20404	2546903
15/07/18 16:20	15/07/18 17:20	1.1570014704158262	83930	20354	2570141
15/07/18 16:30	15/07/18 17:30	2.1567484061253617	87505	27438	2806958
15/07/18 16:40	15/07/18 17:40	6.179024788444782	89466	28019	2809928
15/07/18 16:50	15/07/18 17:50	6.319235736251034	88152	30144	2580613
15/07/18 17:00	15/07/18 18:00	6.377557717042587	87522	30281	2908175
15/07/18 17:10	15/07/18 18:10	6.263729663077888	89445	31924	3029808
15/07/18 17:20	15/07/18 18:20	6.237890610237836	90019	32189	3151274
15/07/18 17:30	15/07/18 18:30	5.415130723577233	86592	25050	2917501
15/07/18 17:40	15/07/18 18:40	1.2004414298311818	83463	23764	2821767
15/07/18 17:50	15/07/18 18:50	1.157513023382941	85062	22220	2936116
15/07/18 18:00	15/07/18 19:00	1.1422399742613196	86912	22537	2775143
15/07/18 18:10	15/07/18 19:10	1.102134191186342	84891	21506	2662118
15/07/18 18:20	15/07/18 19:20	1.0511268959759723	83250	20453	2471743
15/07/18 18:30	15/07/18 19:30	1.0370180753171683	85837	20907	2622742
15/07/18 18:40	15/07/18 19:40	1.0461470609256642	90832	23845	2842857
15/07/18 18:50	15/07/18 19:50	1.0852595707378618	94313	23969	2700552
15/07/18 19:00	15/07/18 20:00	1.110813286182892	94810	23700	2545072
15/07/18 19:10	15/07/18 20:10	1.1087101283421386	99936	23616	2677958
15/07/18 19:20	15/07/18 20:20	1.117926982959893	103051	25277	2851473
15/07/18 19:30	15/07/18 20:30	1.095655775731669	102471	24832	2720349
15/07/18 19:40	15/07/18 20:40	1.0706120379932487	99544	22139	2459837
15/07/18 19:50	15/07/18 20:50	0.9518143989268865	114620	24778	2653268
15/07/18 20:00	15/07/18 21:00	0.8992626711798672	116030	24502	2753595
15/07/18 20:10	15/07/18 21:10	0.890817943498997	109237	24004	2610396
15/07/18 20:20	15/07/18 21:20	0.873526568333913	105943	22618	2571120
15/07/18 20:30	15/07/18 21:30	0.8580520558997361	105403	22587	2599585
15/07/18 20:40	15/07/18 21:40	0.8622504274386316	104167	22304	2728363
15/07/18 20:50	15/07/18 21:50	0.8758113057529108	85435	19343	2523453
15/07/18 21:00	15/07/18 22:00	0.898056053504431	81825	19396	2554412
15/07/18 21:10	15/07/18 22:10	0.9659025851538506	86514	21048	2662796
15/07/18 21:20	15/07/18 22:20	0.9488078557667723	85958	21134	2624990
15/07/18 21:30	15/07/18 22:30	0.968366020206133	83539	24350	2613069
15/07/18 21:40	15/07/18 22:40	0.9547197019751035	83540	24294	2735967
15/07/18 21:50	15/07/18 22:50	0.972675502938111	81515	24074	2900322
15/07/18 22:00	15/07/18 23:00	0.9522987592981316	80984	23734	2756348
15/07/18 22:10	15/07/18 23:10	0.9251110379259695	76913	22124	2650415
15/07/18 22:20	15/07/18 23:20	0.8732392063930006	77929	22153	2694939
15/07/18 22:30	15/07/18 23:30	0.825321380804158	81601	19443	2836053
15/07/18 22:40	15/07/18 23:40	0.8519715538762552	81780	20230	2597183
15/07/18 22:50	15/07/18 23:50	0.8480461106429934	80701	26043	2433984
15/07/18 23:00	16/07/18 00:00	0.8705346053866482	81832	28828	2716035
15/07/18 23:10	16/07/18 00:10	0.8169648885758304	83761	28970	2914652
15/07/18 23:20	16/07/18 00:20	0.9145580122762774	85205	31446	2829917
15/07/18 23:30	16/07/18 00:30	0.9151467216257148	84566	30751	2665992
15/07/18 23:40	16/07/18 00:40	0.9040059020859404	84758	30657	2808003
15/07/18 23:50	16/07/18 00:50	0.8799195945523373	85064	24306	2955406
16/07/18 00:00	16/07/18 01:00	0.8566474641280366	83352	21487	2695254
16/07/18 00:10	16/07/18 01:10	0.8785247892008118	81395	20982	2497845
16/07/18 00:20	16/07/18 01:20	0.8120967942819057	79502	18094	2578233
16/07/18 00:30	16/07/18 01:30	0.7949632000862557	78836	17728	2716739
16/07/18 00:40	16/07/18 01:40	0.7957645477919263	77126	17101	2561104
16/07/18 00:50	16/07/18 01:50	0.8219790062290336	78985	20565	2449593
16/07/18 01:00	16/07/18 02:00	0.8414963595826742	80129	20664	2577007
16/07/18 01:10	16/07/18 02:10	0.8051283787926624	82396	21138	2597246
16/07/18 01:20	16/07/18 02:20	0.8120437558357173	83366	24004	2603495
16/07/18 01:30	16/07/18 02:30	0.9434035575423394	81427	24779	2461423
16/07/18 01:40	16/07/18 02:40	0.9424715172670617	83251	26020	2617590
16/07/18 01:50	16/07/18 02:50	1.6220974990559998	100105	32910	2753716
16/07/18 02:00	16/07/18 03:00	1.629296696347605	101221	33441	2667043
16/07/18 02:10	16/07/18 03:10	1.6571529130373044	98433	32753	2635403
16/07/18 02:20	16/07/18 03:20	1.6475966009878216	96982	29898	2628686
16/07/18 02:30	16/07/18 03:30	1.5479109588247242	99210	29263	2775511
16/07/18 02:40	16/07/18 03:40	1.5418680579975617	98849	28053	2619453
16/07/18 02:50	16/07/18 03:50	0.8057419811521473	82715	18956	2454441
16/07/18 03:00	16/07/18 04:00	0.7661203604357097	81063	18816	2544322
16/07/18 03:10	16/07/18 04:10	1.6433867606782273	83394	24842	2663766
16/07/18 03:20	16/07/18 04:20	1.7083001623516159	83313	25181	2557646
16/07/18 03:30	16/07/18 04:30	6.573740115401764	80718	30144	2433306
16/07/18 03:40	16/07/18 04:40	6.593951485736079	79922	30005	2692467
16/07/18 03:50	16/07/18 04:50	6.668334863785458	78648	29139	2772149
16/07/18 04:00	16/07/18 05:00	6.66416231849288	78614	2221388	4520157
16/07/18 04:10	16/07/18 05:10	5.90546220473906	76893	2215504	4398031
16/07/18 04:20	16/07/18 05:20	5.781697441726635	78372	2215893	4487229
16/07/18 04:30	16/07/18 05:30	0.8056748863420599	81103	2211371	4516495
16/07/18 04:40	16/07/18 05:40	0.8396200653936656	82011	2214362	4375856
16/07/18 04:50	16/07/18 05:50	0.9625389304205704	80153	2214225	4299793
16/07/18 05:00	16/07/18 06:00	0.925905145577854	79181	21341	2526826
16/07/18 05:10	16/07/18 06:10	0.8786683358004248	80932	22412	2642975
16/07/18 05:20	16/07/18 06:20	0.862932606502019	80252	27347	2597561
16/07/18 05:30	16/07/18 06:30	0.8452386697271326	77657	26767	2563753
16/07/18 05:40	16/07/18 06:40	0.8500737235637936	78018	29477	2580068
16/07/18 05:50	16/07/18 06:50	0.7472954324191482	79342	29010	2620052
16/07/18 06:00	16/07/18 07:00	0.7876821980673346	80407	30670	2646245
16/07/18 06:10	16/07/18 07:10	0.8537180472746293	78393	29856	2533586
16/07/18 06:20	16/07/18 07:20	0.9482520560938354	77923	24870	2499317
16/07/18 06:30	16/07/18 07:30	0.9508000761199658	79690	25167	2569515
16/07/18 06:40	16/07/18 07:40	0.9404440768257201	79804	19698	2576048
16/07/18 06:50	16/07/18 07:50	0.9261653832143814	80986	20271	2530028
16/07/18 07:00	16/07/18 08:00	0.9396813227808816	80550	19184	2511462
16/07/18 07:10	16/07/18 08:10	0.8662381797712081	82783	19055	2623297
16/07/18 07:20	16/07/18 08:20	0.8678546736078575	83271	84426	2735157
16/07/18 07:30	16/07/18 08:30	0.842049516900356	81803	84674	2659576
16/07/18 07:40	16/07/18 08:40	0.8590558983088771	80420	84768	2566058
16/07/18 07:50	16/07/18 08:50	0.8784024326480174	97911	88398	2683532
16/07/18 08:00	16/07/18 09:00	0.8762328542315184	99905	88989	2683476
16/07/18 08:10	16/07/18 09:10	0.9316049849111963	99544	91236	2607496
16/07/18 08:20	16/07/18 09:20	0.9103918255726028	100506	25889	2449349
16/07/18 08:30	16/07/18 09:30	0.9100412176531983	104423	26084	2589850
16/07/18 08:40	16/07/18 09:40	5.767217934717801	106614	69713	2729738
16/07/18 08:50	16/07/18 09:50	6.6576330188744555	90281	66801	2608257
16/07/18 09:00	16/07/18 10:00	6.747730572374986	88912	66289	2524167
16/07/18 09:10	16/07/18 10:10	6.65235460616291	90705	67379	2708542
16/07/18 09:20	16/07/18 10:20	6.652602363832737	89838	66823	2791931
16/07/18 09:30	16/07/18 10:30	6.944449858582832	86609	77933	2659032
16/07/18 09:40	16/07/18 10:40	0.9658373618991655	85090	34607	2542981
16/07/18 09:50	16/07/18 10:50	0.9469654999281899	83556	33805	2744818
16/07/18 10:00	16/07/18 11:00	0.9829010791688647	83404	33653	2711374
16/07/18 10:10	16/07/18 11:10	0.9117494928014269	79738	30427	2576353
16/07/18 10:20	16/07/18 11:20	1.1272573150087823	79147	31784	2611952
16/07/18 10:30	16/07/18 11:30	6.2056981770179505	81246	21254	3416399
16/07/18 10:40	16/07/18 11:40	11.520401119224966	81124	10314670	4014046155
